,FECHA_DOC,DESCR,COSTO_UNITARIO
617,2022-05-25,"TER J 1/8""Øx115mm LONG EXT. DE 1220mm CL",181.72
618,2022-05-25,"BOQUILLA 11/2X1""1/2"" 300W 240V""",253.0
619,2022-05-26,CARTUCHO Ø 8 MM X340 MM 500W 220 V,0.0
620,2022-05-26,CARTUCHO Ø8MM X 260MM 500W 220V,0.0
621,2022-05-26,CARTUCHO Ø 10 MM X 460 MM 500W 220V,115.41
622,2022-05-26,FABRICACION TUB  J INOX 2000W 127V C/TE,168.7
623,2022-05-26,"CART INOX 1/2""Øx16CMS 700W 120V CABLE 50",117.49
624,2022-05-26,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,77.57
625,2022-05-26,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,0.0
626,2022-05-26,"TEA J 3/16""ØX12"" CONEC-5/16""ØX1"" EXT1MT",0.0
627,2022-05-27,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",222.0
628,2022-05-27,"TUB INOX 5/16""ØX30CM 800W 240V U DOB90°",0.0
629,2022-05-27,"TUB INOX 5/16""ØX30CM 800W 240V U DOB90°",0.0
630,2022-05-27,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,97.49
631,2022-05-27,"CAS INOX 5/8""ØX3 1/2"" 300W 127V EXT30CM",0.0
632,2022-05-30,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",321.87
633,2022-05-31,BAN P INOX 80MMØX255MM 450W 220V T/TOR,0.0
634,2022-05-31,"CART INOX 1/2""Øx3"" 250W 230V CABLE STD",0.0
635,2022-05-31,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",287.63
636,2022-05-31,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",0.0
637,2022-05-31,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM,0.0
638,2022-05-31,"TUB INOX 5/16""ØX25CM 1000W127V 1""NPTCAJA",0.0
639,2022-05-31,"TUB INOX 5/16""ØX25CM 250OW127V 1""NPTCAJA",0.0
640,2022-05-31,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",0.0
641,2022-05-31,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC",0.0
642,2022-05-31,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",0.0
643,2022-05-31,"TER K 1/4""ØX3/4"" TORNILLO/LOCO EXT.80CM",0.0
644,2022-06-01,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,171.87
645,2022-06-01,TUBULAR 11mmØx850mm 6kW 500V 6pz,0.0
646,2022-06-02,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",0.0
647,2022-06-02,CAS INOX 12MMØX230MM 950W440V EXT.30CM,0.0
648,2022-06-02,"TUB COBRE 5/16""Øx250mm CLIP 2600W 110VTA",407.85
649,2022-06-02,"AK DOBLE 3/16""ØX530MM PLACA-CER4POLOS",0.0
650,2022-06-02,"TUB INOX 5/16""ØX23CM 500W127V CLIP 11/4""",848.3
651,2022-06-02,"CBE INOX 1/2""ØX120MM 110W115V EX50CM CON",208.61
652,2022-06-02,TER J 4MMØX65MM EXT1M MALLA INOX TRAN6MM,0.0
653,2022-06-03,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",200.3
654,2022-06-03,TUB ESP 10MMØX1985MM 1000W 440V BUS/SOPO,266.04
655,2022-06-06,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",3900.52
656,2022-06-06,BAN A/COMUN 165MMØX89MM 1200W440V C/STD,79.79
657,2022-06-06,BAN A/COMUN 258MMØX35MM 1000W440V T/TOR,83.72
658,2022-06-06,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,80.09
659,2022-06-06,"BOQUILLA 11/2X1""1/2"" 300W 240V""",253.0
660,2022-06-07,REPARACION DE TERMINAL DE RESISTENCIA,55.83
661,2022-06-07,"BOQUILLA 11/2X1""1/2"" 300W 240V""",253.0
662,2022-06-07,,0.0
663,2022-06-08,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",200.3
664,2022-06-09,REPARACION DE P/SERIGRAFIA  1800W 110V,7.6
665,2022-06-09,"CAS INOX 5/8""ØX10"" 1200W 240V EXT1MT",206.22
666,2022-06-09,BOBINA CAL.8 DSD C/TERMINALES EN INOX,378.12
667,2022-06-09,"TUB INOX 7/16""ØX36CM 6000W 240V PLAC/CUE",602.39
668,2022-06-09,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",68.34
669,2022-06-09,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",135.69
670,2022-06-09,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",54.8
671,2022-06-09,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT,432.0
672,2022-06-10,REPARACION HORNO 15KW 440V TOTAL,0.0
673,2022-06-10,"TUB INOX 5/16""ØX15CM 537W 127V PARR/90°",0.0
674,2022-06-10,"TER J 1/4""ØX12"" CAB/MAR TERM-3/4""NPT",717.66
675,2022-06-10,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",200.3
676,,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,42.79
677,2022-06-13,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",562.77
678,2022-06-13,"TUB INOX 1/2""ØX65.8CM 4500W260V M C/TJ",0.0
679,2022-06-14,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",174.94
680,2022-06-14,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",321.87
681,2022-06-14,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,89.98
682,2022-06-14,"TUB INOX 7/16""ØX50CM 18KW220V ""J"" ESP/PL",0.0
683,2022-06-15,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",0.0
684,2022-06-15,"BOQUILLA 11/2X1""1/2"" 300W 240V""",253.0
685,2022-06-15,BOB 8020 CAL.26 5MMØX70CM 30W 127V GAZA,7.2
686,2022-06-16,BOB 8020 5.5MMØX750MM 1500W115V GAZ40,43.24
687,2022-06-16,CBS INOX 8MMØX265MM 500W 220V EXT.1MT,0.0
688,2022-06-16,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",135.69
689,2022-06-16,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",355.29
690,2022-06-16,TUBULAR 11mmØx450mm 4500W 480V 6pz,1465.29
691,2022-06-16,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",92.33
692,2022-06-16,"TUB INOX 5/16""ØX32CM 1250W 127V ""M"" BUSH",227.74
693,2022-06-17,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",65.63
694,2022-06-17,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",654.97
695,2022-06-17,"CAS INOX 3/4""ØX85MM 500W 240V EXT.12"" FV",23.77
696,2022-06-17,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",67.69
697,2022-06-17,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,62.82
698,2022-06-17,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,77.57
699,2022-06-17,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",668.43
700,2022-06-17,"TER K 5/16""ØX10"" CON1/2""-1/2"" EXT10M C/M",0.0
701,2022-06-17,"TER K 3/16""ØX10CM 1/2""X22CM 1/2""NPT/MAR",0.0
702,2022-06-17,"TUB INOX 5/8""ØX83.5CM 1050W136V T/TORN",0.0
703,2022-06-17,"CAS INOX 3/8""ØX8 1/2"" 500W 110V EXT.40CM",0.0
704,2022-06-17,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",48.49
705,2022-06-20,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",54.8
706,2022-06-20,BAN A/COMUN 117MMØX100MM 1250W240V C/STD,0.0
707,2022-06-21,"TUB INOX 3/8""ØX102CM 2000W400V ""M"" BUSH",0.0
708,2022-06-21,"TUB INOX 3/8""ØX107CM 2000W400V ""M"" BUSH",0.0
709,2022-06-21,"TUB INOX 5/16""ØX15CM 537W 127V PARR/90°",48.03
710,2022-06-21,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,205.2
711,2022-06-21,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",135.69
712,2022-06-21,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",54.8
713,2022-06-21,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,77.57
714,2022-06-22,CAM INOX 10MMØX10CM 300W 127V EXT.30CM,0.0
715,2022-06-22,"TUB INOX 7/16""ØX335MM 1800W 440V ""M"" BUS",0.0
716,2022-06-22,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",92.24
717,2022-06-22,BAN P COMUN 218MMX85MM 800W440V 2BA T/TO,42.65
718,2022-06-22,BAN P COMUN 219MMX275MM 1800W440V 4B/TOR,155.39
719,2022-06-22,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,80.09
720,2022-06-22,"TUB INOX 3/8""ØX175MM 350W220V ""U"" BUSH",177.85
721,2022-06-22,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",331.33
722,2022-06-23,PRE-SEPARADOR CINTA 7.8 OHMSX 3MT LONG,0.0
723,2022-06-23,BOB 8020 CAL.17 19MMØX355MM LON 21KW240V,0.0
724,2022-06-23,FAB BOB 8020 CAL.17 7000W 240V M/BAST,0.0
725,2022-06-23,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",111.07
726,2022-06-24,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",236.06
727,2022-06-24,"CAS INOX 1/4""ØX2 1/2"" 125W 127V EXT30CM",32.24
728,2022-06-24,TEA K ELEMENTO 12CMX EXT.40CM CERAMICO,87.04
729,2022-06-24,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",1072.93
730,2022-06-24,"PT-100 2MMX1"" DESNUDO EXT.113CM SOGUILLA",144.19
731,2022-06-24,"CAE 9.4MMØx2""LONG ESC90°150W 220V Ext22""",0.0
732,2022-06-27,"TER T 3/16""ØX47MM EXT 3MT CON/SOG/CLAV",0.0
733,2022-06-27,"TER T 3/16""ØX82MM EXT 3MT CON/SOG/CLAV",0.0
734,2022-06-27,AK 1MMØX15CM EXT1MT MALLA CLA/MACHO,76.68
735,2022-06-27,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",227.18
736,2022-06-28,"PT-100 1/4""ØX15CM CON1/2""-1/2""NPT EXT30C",521.59
737,2022-06-28,"BAN INOX 4""ØX4"" 500W230V T/TOR C/ALLEN",174.16
738,2022-06-28,BAN INOX 41MMØX203MM 1000W220V C/STD,91.63
739,2022-06-28,"CAS INOX 3/8""ØX1 1/2"" 80W 127V EXT.30CM",0.0
740,2022-06-28,"TER J 3/16""x6"" LONG EXT 1.5 MTS PLICA",0.0
741,2022-06-28,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",0.0
742,2022-06-28,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",0.0
743,2022-06-29,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,97.49
744,2022-06-29,BAN P COMUN 45MMX390MM 1200W240V B/CERAM,97.53
745,2022-06-29,REPARACION TERMINALES BANDA 1500W 220V,10.7
746,2022-06-29,BOBINA DSD CAL.17 12mmØx410mm 4000W 254V,18.14
747,2022-06-29,BOBINA BASTIDOR 12mmØx410mm 12kW440V 3pz,0.0
748,2022-06-30,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",0.0
749,2022-06-30,"TUB INOX 5/16""x625mm 950W 220V U",100.68
750,2022-06-30,"TUB INOX. 5/16 Øx625mm 850W,220V U",0.0
751,2022-06-30,P.CUARZO 10CMX20CM 1600W440V EXT30CM TK,0.0
752,2022-06-30,P.CUARZO 10CMX50CM 4000W440V EXT30CM TK,0.0
753,2022-06-30,"TUB INOX 1/4""ØX40CM 6000W230V ""U"" PLACA",473.55
754,2022-06-30,"TER T 3/16""ØX11/2"" EXT.3MT PUNTA OJILLO",0.0
755,2022-06-30,"PT-100 3/8""ØX35MM EXT.1.5MT CON-1/2""NPT",0.0
756,2022-06-30,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",0.0
757,2022-06-30,"TUB INOX 7/16""ØX690MM 1000W 127V ""U"" BUS",0.0
758,2022-06-30,"TUB INOX 1/4""Øx297mm 1750W 220V ESP BUSH",0.0
759,2022-06-30,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",54.8
760,2022-06-30,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",141.3
761,2022-06-30,"TUB INOX 5/16""ØX325MM 1700W 240V ""M"" BUS",0.0
762,2022-06-30,"TUBU"" 5/16""Øx280mm 600W 127V C/PLACA""",123.23
763,2022-07-04,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",773.12
764,2022-07-04,"TEA K"" 18mmØx540mm CABEZA MARINA""",665.36
765,2022-07-04,BAN INOX 130MMØX60MM 800W 220V/380V,276.18
766,2022-07-04,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",925.21
767,2022-07-04,BAN M/LUNA INOX 205mmx143mm. 1200W 120V,136.58
768,2022-07-04,"TER J 3/16""ØX4"" EXT.2MT MALLA/RES/ZAP",0.0
769,2022-07-05,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",405.35
770,,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",260.2
771,2022-07-06,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",345.97
772,2022-07-06,BAN M/LUNA 100MMØX41MM 200W240V C/STD,0.0
773,2022-07-06,BAN M/LUNA 270MMX42MM 900W 240V C/STD,65.25
774,2022-07-06,BAN P COMUN 62MMX140MMX200M 900W240V ORI,64.34
775,2022-07-06,BAN P COMUN 62MMX140MMX200M 900W240V STD,64.34
776,2022-07-06,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,210.24
777,2022-07-06,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,265.64
778,2022-07-06,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,205.2
779,2022-07-06,BP S/BLINDAJE 160MMX160MM 900W127V EXT3O,0.0
780,2022-07-07,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,15.03
781,2022-07-07,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",133.05
782,2022-07-07,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",133.05
783,2022-07-07,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",1357.1
784,2022-07-07,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",1130.54
785,2022-07-07,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",295.59
786,2022-07-07,"FAB TERMOPOZO 6MMØX85MM CON 1/2""NPT",0.0
787,2022-07-08,"TER J OJILLO 1/4""Ø EXT 5MT MALLA/RES/ZAP",42.63
788,2022-07-08,"PT-100 3/16""ØX1 1/2"" EXT.7MT TEFLON 2HIL",0.0
789,2022-07-08,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",54.8
790,2022-07-11,"TER J OJILLO 3/16""Ø EXT 5MT MALLA ZAP",206.11
791,2022-07-11,"TER J OJILLO 3/16""Ø EXT 10MT MALLA ZAP",0.0
792,2022-07-11,PT-100 6MMØX110MM CONECTOR EXT15MTS,0.0
793,2022-07-11,BS/BLINDAJE 168MMXLADO 700W127V F/OCTAGO,0.0
794,2022-07-12,BAN A/COMUN 345MMØX71MM 2000W 440V STD,172.53
795,2022-07-12,BAN P COMUN 30MMX114CM 1500W110V T/TORNI,0.0
796,2022-07-12,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",161.73
797,2022-07-12,"TUB INOX ALETA 5/16""ØX600MM U 2KW254V BU",0.0
798,2022-07-12,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",345.97
799,2022-07-12,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,
800,2022-07-12,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,
801,2022-07-12,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,
802,2022-07-12,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,
803,2022-07-13,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
804,2022-07-13,"PT-100 1/4""ØX215MM EXT1.5MT CON7/16""FINO",0.0
805,2022-07-13,"TUB INOX 3/8""ØX210MM 1500W 240V CIRC/90°",165.65
806,2022-07-13,BAN P INOX 80MMX250MM 400W 220V T/TOR,110.15
807,2022-07-15,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,171.87
808,2022-07-15,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",0.0
809,2022-07-15,"TER J 1/8""ØX120MM EXT2MT MALLA/TRAN5/16""",156.34
810,2022-07-15,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,42.79
811,2022-07-15,"CBS INOX 1/2""ØX8"" 350W 110V ESC EXT30CM",150.16
812,2022-07-18,"PT-1000 1/4""ØX2"" EXT. 1MT DE PVC 2 HILOS",0.0
813,2022-07-18,"AEROPACK J 1/8""ØX88MM EXT3MT CON1/8""NPT",0.0
814,2022-07-18,"TUB INOX 5/6""ØX30CM 1800W220V ""J"" ESP/CO",0.0
815,2022-07-18,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",1389.6
816,2022-07-18,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",257.6
817,2022-07-18,"TUB INOX 5/16""x2580mm M 1800W 220V BUSHI",0.0
818,2022-07-18,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",54.8
819,2022-07-19,REAPARACION PLANCHA SERIGRAFIA 1.8KW120V,1195.0
820,2022-07-20,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,97.49
821,2022-07-20,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,171.87
822,2022-07-20,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",0.0
823,2022-07-21,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C",1306.63
824,2022-07-21,CARTUCHO Ø 8 MM X340 MM 500W 220 V,155.25
825,2022-07-21,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,0.0
826,2022-07-21,CBE INOX 10MMØX460MM 300W 48V EXT30CM,0.0
827,2022-07-21,CART INOX 11.43mmØx450mm 300W 48V CABLE,122.18
828,2022-07-21,REPARACION CARTUCHO 27MMØX2150MM 2KW440V,0.0
829,2022-07-21,REPARACION CARTUCHO 27MMØX1800MM 2KW440V,0.0
830,2022-07-21,REPARACION CARTUCHO 27MMØX1697MM 2KW440V,0.0
831,2022-07-21,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",585.92
832,2022-07-21,BOBINA CAL.8 DSD C/TERMINALES EN INOX,429.81
833,2022-07-21,"TEA K 1/2""Øx1800mm CON1/2-1/2 C/MARINA",788.54
834,2022-07-21,PT-100 4mmx100mm EXT 2 MTS DOBLEZ A 45°,244.91
835,2022-07-21,"CAS INOX 3/8""ØX5 1/2"" 250W240V EX1.5M PL",0.0
836,2022-07-21,"TUB INOX 5/16""ØX205MM 1500W240V ESPIR/BU",0.0
837,2022-07-21,P.CUARZO 98MMX340MM 1600W110V EXT11CM TK,790.28
838,2022-07-21,P.CUARZO 98MMX340MM 1600W110V EXT. 11CM,753.71
839,2022-07-21,P.CUARZO 10CMX25.5CM 1000W240V EX40CM TK,703.11
840,2022-07-22,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,0.0
841,2022-07-22,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",0.0
842,2022-07-22,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",5169.85
843,2022-07-22,"TUB INOX 7/16""ØX490MM U ESP 3200W 220V",0.0
844,2022-07-22,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",89.76
845,2022-07-22,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",72.34
846,2022-07-22,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",0.0
847,2022-07-22,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",0.0
848,2022-07-22,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",0.0
849,2022-07-25,"BOQUILLA 2X2""  350W 240V""",220.0
850,2022-07-26,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",0.0
851,2022-07-26,REPARACION DE BATIDOR 16.6KW 440V,0.0
852,2022-07-26,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",333.0
853,2022-07-26,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",257.6
854,2022-07-27,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",1225.86
855,2022-07-27,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",92.33
856,2022-07-28,"PT-100 3/8""ØX4"" EXT.1.5MT CON-1/4""NPT",0.0
857,2022-07-28,"TER J 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",0.0
858,2022-07-28,"TER K 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",0.0
859,2022-07-28,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",567.27
860,2022-07-29,BAN MICA Ø120MM X 50 MM 700W 440V T TOR,0.0
861,2022-07-29,RESISTENCIA 10CMX10CM 1060W120V B/CERAMI,0.0
862,2022-07-29,"TUB INOX 5/16""ØX150MMX221MM 1000W127V BU",0.0
863,2022-07-29,BAN M/LUNA 165MMØX178MM 2000W 440V T/TOR,55.23
864,2022-07-29,BAN P COMUN 10CMX15CM 500W440V T/TOR4ORI,36.8
865,2022-07-29,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,80.09
866,2022-07-29,FABRICACIÓN ESPECIAL 1300W 115V,0.0
867,2022-07-29,"TERMOPOZO 3/8""ØX10CM CONEC 1/2""-1/2""NPT",179.31
868,2022-07-29,"PT-100 1/4""ØX3 1/2"" CON 1/2""-1/2""NPT C/M",0.0
869,2022-07-29,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",0.0
870,2022-07-29,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",0.0
871,2022-07-29,"CAS INOX 3/4""ØX85MM 500W 240V EXT.12"" FV",0.0
872,2022-07-29,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",0.0
873,2022-07-29,CARTUCHO Ø 8 MM X 500 MM 500 W 220 V,0.0
874,2022-07-29,CARTUCHO Ø 8 MM X340 MM 500W 220 V,122.67
875,2022-07-29,"TUBULAR ""U"" 11mmØx510mm 3kW 289/500W 3pz",0.0
876,2022-07-29,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",0.0
877,2022-08-01,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
878,2022-08-01,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",54.8
879,2022-08-02,"TUB INOX 5/16""ØX132CM 1500W 127V ESP-BUS",0.0
880,2022-08-03,PISTOLA DE AIRE 3500W 220V,82.15
881,2022-08-03,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON",335.77
882,2022-08-04,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,74.45
883,2022-08-08,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,42.79
884,2022-08-08,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,72.37
885,2022-08-08,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,97.49
886,2022-08-08,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.2
887,2022-08-08,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",396.78
888,2022-08-08,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",291.48
889,2022-08-08,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",0.0
890,2022-08-08,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",290.21
891,2022-08-08,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",844.23
892,2022-08-08,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,62.82
893,2022-08-09,"TER J 3/16""ØX45CM EXT5MT RES/CLAV/MACH",0.0
894,2022-08-09,"TUB INOX 1/4""ØX110CM 1100W120V RECTA PLA",0.0
895,2022-08-10,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",338.22
896,2022-08-10,"TUB INOX 5/16""ØX24CM 750W220V J TAPBOY",0.0
897,2022-08-10,PISTOLA DE AIRE 3500W 220V,82.15
898,2022-08-10,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",1135.53
899,2022-08-10,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",1261.99
900,2022-08-10,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,91.5
901,2022-08-10,"TER J ESCUADRA 3/16""ØX25CMX5CM EXT 1.5MT",0.0
902,2022-08-10,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",0.0
903,2022-08-10,"TUB INOX 7/16""ØX58CM 4200W 480V ""U"" PLAC",0.0
904,2022-08-10,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",0.0
905,2022-08-11,BAN INOX 40MMØX170MM 700W 240V T/TOR,0.0
906,2022-08-11,"TUB INOX 7/16""ØX650MM 7600W 220V 2""NPT",0.0
907,2022-08-11,BOBINA CAL.8 DSD C/TERMINALES EN INOX,430.03
908,2022-08-11,REAPARACION DE HORNO 1500W 127V,73.01
909,2022-08-11,"TERMOPAR CERAMICO T/ K"" LONG 18"" CAL.14""",72.97
910,2022-08-11,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,72.37
911,2022-08-12,"CAE 9.4MMØX2.372"" 150W120V ESC90° EXT22""",0.0
912,2022-08-12,TJ 4MMØX30MM EXT.70.66CM MALLA INOX/ZAP,32.38
913,2022-08-12,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",31.14
914,2022-08-12,"TU Ø 3/8X 1155 MM ""J"" 1500W 440 V",572.12
915,2022-08-12,"TU Ø3/8 X 1155 MM ""J"" 1500W 440V TERMOST",917.05
916,2022-08-15,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",469.69
917,2022-08-15,"TUB INOX 3/8""ØX95MM 900W115V CUADRADA",86.15
918,2022-08-15,CAS 6.5MMØX40MM 200W 127V EXT.3MT C/TJ,210.34
919,2022-08-15,"TEA K 1/2""ØX254MMLON 1/2""-1/2""NPT CAB/MA",438.86
920,2022-08-15,"TER K CAL. 8 x10"" C/FUNDA CERAMICA 17MM",0.0
921,2022-08-16,"AK 1/8""ØX15"" CONEC3/8""NPTX5/16"" CLAV MAC",0.0
922,2022-08-16,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",264.47
923,2022-08-16,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,345.81
924,2022-08-16,"TUB INOX 5/16""ØX352MMX215MM 900W127V TOR",0.0
925,2022-08-17,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,62.95
