,FECHA_DOC,DESCR,COSTO_UNITARIO
1231,2022-10-31,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,265.64
1232,2022-10-31,"TER J 1/8""ØX2 1/2"" EXT1.5MT TRAN/RESOR",81.99
1233,2022-10-31,"TUB INOX 7/16""ØX50CM 2500W 240V ""U"" BUSH",0.0
1234,2022-10-31,CAM INOX 10MMØX16CM 400W240V RECT EX30CM,63.37
1235,2022-10-31,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",521.55
1236,2022-10-31,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,76.08
1237,2022-10-31,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,211.36
1238,2022-10-31,"FAB. TUBO INOX 1/2""Ø C40 X 1.7M C/ALETAS",0.0
1239,2022-11-01,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,62.95
1240,2022-11-01,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,48.2
1241,2022-11-01,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",127.11
1242,2022-11-03,"CAS INOX 5/8""ØX9"" 500W 240V EXT30CM",0.0
1243,2022-11-03,REPARACION DE TANQUE DE BAÑO MARIA 127V,0.0
1244,2022-11-04,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,62.95
1245,2022-11-04,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,131.45
1246,2022-11-04,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,137.63
1247,2022-11-04,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,0.0
1248,2022-11-04,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,126.29
1249,2022-11-04,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",98.82
1250,2022-11-04,"TUB INOX 5/16""x625mm 950W 220V U",112.34
1251,2022-11-04,"TUB INOX. 5/16 Øx625mm 850W,220V U",99.83
1252,2022-11-04,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,0.0
1253,2022-11-04,REPARACION DE HORNO LINDBERG/BLUE M,0.2
1254,2022-11-07,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,51.36
1255,2022-11-07,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,68.2
1256,2022-11-07,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",1164.2
1257,2022-11-07,"TUB INOX 1/2""ØX850MM 6000W 240V ALET/PLA",0.0
1258,2022-11-08,"TUB INOX 1/4""ØX65MM 180W 127V CIRCU/BASE",18.45
1259,2022-11-08,"TUB INOX 7/16""ØX36CM 2000W 240V ""M"" BUSH",339.91
1260,2022-11-08,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,0.0
1261,2022-11-08,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",676.87
1262,2022-11-08,"BOQUILLA 11/2X1""1/2"" 300W 240V""",278.0
1263,2022-11-08,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",96.83
1264,2022-11-09,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",89.76
1265,2022-11-09,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",72.34
1266,2022-11-10,"TER J 1/4""ØX3 1/2"" CON-1/2""-1/2"" EXT30CM",420.67
1267,2022-11-10,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",401.65
1268,2022-11-10,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",385.09
1269,2022-11-10,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",316.19
1270,2022-11-10,"PT-100 3/16""ØX3"" CON 1/2""-1/2"" NPT C/MAR",0.0
1271,2022-11-10,"PT-100 3/16""ØX15CM CON1/2""-1/2"" C/MAR",518.43
1272,2022-11-10,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,469.53
1273,2022-11-11,BAN M/LUNA 220MMØX155MM 1500W 440V C/STD,208.88
1274,2022-11-11,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,0.0
1275,2022-11-11,"TUB INOX 5/16""ØX27CM 1000W 240V ESPECIAL",67.56
1276,2022-11-11,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",57.6
1277,2022-11-11,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",0.0
1278,2022-11-14,"TUB INOX 1/2""ØX365MM 1650W127V ""M"" A 90°",0.0
1279,2022-11-14,PISTOLA DE AIRE 3500W 220V,129.7
1280,2022-11-15,BAN P 38MMX105CM 1000W 240V T/TOR C/TK,257.11
1281,2022-11-15,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",325.78
1282,2022-11-15,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",332.9
1283,2022-11-15,"TUB INOX 1/4""ØX260CM 500W 240V RECTA TOR",197.83
1284,2022-11-15,"TUB INOX 1/4""ØX235CM 500W 240V RECTA TOR",178.15
1285,2022-11-15,"TUB INOX 1/4""ØX225CM 500W 240V RECTA TOR",171.15
1286,2022-11-15,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,48.2
1287,2022-11-15,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",48.1
1288,2022-11-15,PLACAS DE FIBRA CERAMICA BARRENADAS,0.0
1289,2022-11-15,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE",78.24
1290,2022-11-16,REPARACION DE BOBINA 1800W 240V,42.65
1291,2022-11-16,"TUB INOX 7/16""ØX34CM 3200W 220V ""M"" BUSH",394.88
1292,2022-11-16,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,0.0
1293,2022-11-16,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",129.28
1294,2022-11-16,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,153.85
1295,2022-11-16,"CAS 1/2""ØX17"" 1800W 480V EXT.15CM",0.0
1296,2022-11-16,REPARACION DE BATIDOR 16.6KW 440V,0.0
1297,2022-11-17,"TUB INOX 1/4""ØX28CM 15KW 240V CLIP BUS/P",1541.46
1298,2022-11-17,"TER J 3/16""Øx1 1/2"" EXT 15 MTS.",519.45
1299,2022-11-17,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,331.49
1300,2022-11-17,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,153.85
1301,2022-11-17,"TUB INOX 7/16""ØX44.5CM 3000W127V ""U"" BUS",264.62
1302,2022-11-18,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",199.05
1303,2022-11-18,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",0.0
1304,2022-11-18,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,97.49
1305,2022-11-18,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,48.2
1306,2022-11-18,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,63.31
1307,2022-11-18,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,65.16
1308,2022-11-18,"TER J 3/16""ØX223MM EXT1MT DOBLEZ A  90°",0.0
1309,2022-11-18,"TER J 3/16""ØX120MM EXT1MT DOBLEZ A  90°",0.0
1310,2022-11-22,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
1311,2022-11-22,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",57.6
1312,2022-11-22,"CBS 5/16""ØX21.1/4"" LON 500W,230V EXT1.5M",336.58
1313,2022-11-23,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",1318.1
1314,2022-11-23,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,331.49
1315,2022-11-23,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,186.16
1316,2022-11-23,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,205.2
1317,2022-11-23,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,125.68
1318,2022-11-23,"TUB INOX 5/16""ØX2 1/2""Ø 350W 260V EXT 1M",0.0
1319,2022-11-24,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,48.2
1320,2022-11-24,"TE ""K"" TIPO LANZA 1/2""Ø X 1331MMC/PLICA",485.13
1321,2022-11-24,BAN INOX 87MMØX35MM 500W 240V C/ALLEN,157.64
1322,2022-11-24,REAPARCION DE SELLADORA,63.9
1323,2022-11-24,"TUB INOX 5/16""ØX295MM 12KW 240V CLIP/PLA",1292.27
1324,2022-11-24,"TUB INOX 5/16""ØX130MMØ 400W127V CIRCULAR",30.45
1325,2022-11-24,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",996.4
1326,2022-11-24,"PT-100 5/16""ØX45CM EXT 10MT MALLA/RESO",0.0
1327,2022-11-25,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",0.0
1328,2022-11-25,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,936.33
1329,2022-11-25,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,0.0
1330,2022-11-25,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,0.0
1331,2022-11-25,BB INOX 34MMØX40MM 100W 127V STD C/TJ,0.0
1332,2022-11-25,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",301.31
1333,2022-11-25,"TUB INOX. 5/16"" Øx2085mm ESP 1900W 230V",919.68
1334,2022-11-25,CBS INOX 14MMØX89CM 2000W240V EXT30CM,286.34
1335,2022-11-28,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",227.18
1336,2022-11-28,CAM INOX 16MMØX165MM 1000W 240V EXT30CM,137.33
1337,2022-11-28,CAM INOX 16MMØX160MM 900W 240V EXT.30CM,139.65
1338,2022-11-29,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",280.14
1339,2022-11-30,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,89.98
1340,2022-11-30,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",448.24
1341,2022-11-30,"TUB INOX 7/16""ØX50CM 4500W440V ""U"" 2""NPT",0.0
1342,2022-11-30,"TUB INOX 7/16""ØX63CM 2250W 440V ALETA/BU",0.0
1343,2022-11-30,"BAN INOX 7""ØX3"" 2200W 220V CLAV/ALLEN",328.36
1344,2022-11-30,BB INOX 38MMØX76MM 300W 120V C/TJ,78.25
1345,2022-11-30,"CART INOX 1/2"" Øx4"" 500W 120V CABLE 25CM",0.0
1346,2022-11-30,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",158.36
1347,2022-11-30,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",96.96
1348,2022-11-30,"TUB INOX 5/16""Øx695mm ESP 650W 120V",140.88
1349,2022-11-30,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,21.39
1350,2022-12-05,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",301.12
1351,2022-12-05,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",299.53
1352,2022-12-05,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",499.2
1353,2022-12-05,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,79.01
1354,2022-12-05,"TEA J 1/4""ØX70CM EXT50CM TORM8/LOCO CLAV",0.0
1355,2022-12-05,REPARACION DE HORNO 1500W 127V,0.0
1356,2022-12-05,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",293.13
1357,2022-12-06,"CAS INOX 1/2""ØX13CM 250W 220V CON-1/2""",0.0
1358,2022-12-06,"TUB INOX 5/16""ØX172MM 1650W120V CIRCULAR",0.0
1359,2022-12-06,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
1360,2022-12-07,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,1734.88
1361,2022-12-07,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,0.0
1362,2022-12-07,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,21.39
1363,2022-12-08,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",466.2
1364,2022-12-08,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",57.6
1365,2022-12-08,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",315.59
1366,2022-12-08,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",119.05
1367,2022-12-08,"TUB INOX 7/16""ØX280CM 2000W 240V RECTA",0.0
1368,2022-12-08,"TEA K 5/8""ØX30CMX51CM C/MARINA 90° ""L""",668.13
1369,2022-12-09,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP",37.65
1370,2022-12-09,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH",0.0
1371,2022-12-09,"TUB INOX 5/16""Øx930mm 1000W 127V CAPUCHO",0.0
1372,2022-12-09,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",144.4
1373,2022-12-09,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",57.6
1374,2022-12-09,"TUB INOX 7/16""ØX42CM 6000W 240V ""U"" PLAC",0.0
1375,2022-12-13,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",227.18
1376,2022-12-13,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",222.14
1377,2022-12-13,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",222.0
1378,2022-12-13,"TUB INOX 3/8""ØX400MM 1800W230V ""M"" ALE/B",454.72
1379,2022-12-13,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,97.49
1380,2022-12-13,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,97.3
1381,2022-12-13,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,306.53
1382,2022-12-13,"CBS 5/8""ØX330MM 1000W 240V CON1/2"" NPT",0.0
1383,2022-12-14,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",414.88
1384,2022-12-14,"TUB INOX 1/4""ØX178MM 750W 110V ESP/CABLE",0.0
1385,2022-12-14,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",0.0
1386,2022-12-15,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",828.0
1387,2022-12-15,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,0.0
1388,2022-12-15,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",360.7
1389,2022-12-15,TUBULAR 11mmØx450mm 4500W 480V 6pz,1311.27
1390,2022-12-15,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",773.21
1391,2022-12-16,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,89.98
1392,2022-12-16,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",57.6
1393,2022-12-19,"TUB INOX 7/16""ØX105CM 24KW 480V 3PZ",0.0
1394,2022-12-20,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA",0.0
1395,2022-12-20,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",0.0
1396,2022-12-20,"PT-100 3/8""ØX3CM EXT30CM TEFLON 3HILOS",0.0
1397,2022-12-20,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,131.45
1398,2022-12-20,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,137.63
1399,2022-12-20,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",0.0
1400,2022-12-20,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",236.2
1401,2022-12-21,"CAS 5/8""ØX14"" 240V 2000W EXT1MT",0.0
1402,2022-12-21,"TUB INOX 5/16""ØX250MM 2000W 240V ""M"" BUS",0.0
1403,2022-12-22,"CBS INOX 5/8""ØX66CM 800W 480V EXT30CM",0.0
1404,2022-12-22,TUBULAR 11mmØx450mm 4500W 480V 6pz,0.0
1405,2022-12-22,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,107.33
1406,2022-12-22,"CAR INOX 3/8""Øx8"" 900W, 240V CABLE 30CMS",0.0
1407,2022-12-22,REPARACION DE PLANCHA DE CARTUCHOS 220V,0.0
1408,2022-12-22,REPARACION DE MAQUINA,0.0
1409,2022-12-22,"TUB INOX 1/2""ØX40CM 4000W 220V ""M"" BUSH",0.0
1410,2022-12-22,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",0.0
1411,2022-12-22,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",226.23
1412,2022-12-23,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",4579.08
1413,2022-12-23,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,78.09
1414,2022-12-23,"TIRA INOX 38MMX6"" 150W 127V T/TIPO H",51.16
1415,2022-12-23,BAN P INOX 1800x25mm 2800W 440V. CABLE,0.0
1416,2022-12-23,"TER J 3/16""ØX1/2"" EXT3MT MALLA INOX  Z/E",0.0
1417,2022-12-23,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,65.31
1418,2022-12-23,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,286.13
1419,2022-12-23,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",421.91
1420,2022-12-23,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,477.16
1421,2022-12-23,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",102.31
1422,2022-12-23,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM",104.69
1423,2022-12-23,"TUB INOX 5/16""ØX300MM 5300W 220V ""M"" ESP",0.0
1424,2022-12-23,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",1884.35
1425,2022-12-23,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,0.0
